Forest,Managed.Status,Trout.Status,Year,Stream.Length.km,Beaver.Colonies,Colonies.per.km,Prop.Aspen,Prop.Mixed.Aspen,Prop.Hardwoods,Prop.Conifers,Prop.Shrubs,Prop.Open,Prop.Non.Forest,Prop.All.Aspen,Dev.30yr.Mean Max.May.0,Dev.30yr.Mean Max.May.1,Dev.30yr.Mean Max.May.2,Dev.30yr.Mean Max.May.3,Dev.30.yr.PRISM.winter.DM.zero.days.0,Dev.30.yr.PRISM.winter.DM.zero.days.1,Dev.30.yr.PRISM.winter.DM.zero.days.2,PDSI.May.0,PDSI.June.July.0,PDSI.Aug.Sept.0,PDSI.May.Sept.0,PDSI.Aug.Oct.0,PDSI.May.1,PDSI.June.July.1,Drought.June.July.1,PDSI.Aug.Sept.1,PDSI.May.Sept.1,PDSI.Aug.Oct.1,PDSI.May.2,PDSI.June.July.2,PDSI.Aug.Sept.2,PDSI.May.Sept.2,PDSI.Aug.Oct.2,PDSI.May.3,PDSI.June.July.3,PDSI.Aug.Sept.3,PDSI.May.Sept.3,PDSI.Aug.Oct.3,COOP.winter.DM.cum.snow.mm.0,COOP.winter.DM.cum.snow.mm.1,COOP.winter.DM.cum.snow.mm.2,Dev.30yr.COOP.winter.DM.cum.snow.mm.0,Dev.30yr.COOP.winter.DM.cum.snow.mm.1,Dev.30yr.COOP.winter.DM.cum.snow.mm.2
Chequamegon,NonManaged,Trout,2011,259.9152243,69,0.265471175,0.22224948,0.053036103,0.231848414,0.189030938,0.162733034,0.130931701,0.010170329,0.275285583,-1.85,1.69,0.03,-1.83,-3.94,-5.00,19.22,1.72,1.59,0.5,1.18,-0.07,-2.83,1.43,0,3.18,1.28,3.4,-1.73,-2.41,-2.71,-2.39,-2.3,1.6,0.35,-1.29,-0.06,-1.28,1941.05,1767.1,1547.9,241.68,67.73,-151.47
Chequamegon,NonManaged,Trout,2012,259.9152243,69,0.265471175,0.22224948,0.053036103,0.231848414,0.189030938,0.162733034,0.130931701,0.010170329,0.275285583,1.94,-1.85,1.69,0.03,-26.52,-3.94,-5.00,0.36,-0.09,-2.17,-0.83,-1.95,1.72,1.59,0,0.5,1.18,-0.07,-2.83,1.43,3.18,1.28,3.4,-1.73,-2.41,-2.71,-2.39,-2.3,1576.26,1941.05,1767.1,-123.11,241.68,67.73
Chequamegon,NonManaged,Trout,2013,259.9152243,58,0.223149683,0.221595535,0.053690048,0.231848414,0.189030938,0.162733034,0.130931701,0.010170329,0.275285583,-1.53,1.94,-1.85,1.69,-2.86,-26.52,-3.94,2.93,1.61,-0.55,1.01,-0.36,0.36,-0.09,0,-2.17,-0.83,-1.95,1.72,1.59,0.5,1.18,-0.07,-2.83,1.43,3.18,1.28,3.4,1616.47,1576.26,1941.05,-82.9,-123.11,241.68
Chequamegon,NonManaged,NonTrout,1997,519.5571141,90,0.173224459,0.157179666,0.028037879,0.255500353,0.210205239,0.149426687,0.189838377,0.009811799,0.185217545,-4.22,-2.09,-0.79,1.05,1.50,16.67,-3.75,-0.38,-0.38,-0.04,-0.24,-0.03,2.01,2.48,0,1.7,2.07,1.94,-0.09,-0.44,1.21,0.29,1.63,-0.9,-1.01,-0.01,-0.59,0.25,3091.04,2581.43,1031.72,1391.67,882.06,-667.65
Chequamegon,NonManaged,NonTrout,1998,519.5571141,100,0.192471621,0.157746948,0.027802139,0.255296745,0.210077305,0.149426687,0.189838377,0.009811799,0.185549086,4.52,-4.22,-2.09,-0.79,-25.10,1.50,16.67,-1.16,-1.13,-2.35,-1.62,-2.47,-0.38,-0.38,0,-0.04,-0.24,-0.03,2.01,2.48,1.7,2.07,1.94,-0.09,-0.44,1.21,0.29,1.63,1294.22,3091.04,2581.43,-405.15,1391.67,882.06
Chequamegon,NonManaged,NonTrout,1999,562.0898228,110,0.19569826,0.152460287,0.030540682,0.237503942,0.219481922,0.146540213,0.20438159,0.009091362,0.183000969,1.52,4.52,-4.22,-2.09,-5.29,-25.10,1.50,0.78,1.6,0.79,1.11,0.37,-1.16,-1.13,0,-2.35,-1.62,-2.47,-0.38,-0.38,-0.04,-0.24,-0.03,2.01,2.48,1.7,2.07,1.94,1812.87,1294.22,3091.04,113.5,-405.15,1391.67
Chequamegon,NonManaged,NonTrout,2000,591.1184361,134,0.22668892,0.153689223,0.029280416,0.2443725,0.213682079,0.145675528,0.204329689,0.008970565,0.182969639,1.14,1.52,4.52,-4.22,-2.22,-5.29,-25.10,-0.87,0.86,0.16,0.23,-0.17,0.78,1.6,0,0.79,1.11,0.37,-1.16,-1.13,-2.35,-1.62,-2.47,-0.38,-0.38,-0.04,-0.24,-0.03,1470.29,1812.87,1294.22,-229.08,113.5,-405.15
Chequamegon,NonManaged,NonTrout,2001,662.0742013,122,0.184269376,0.156386491,0.026420185,0.262926606,0.198892436,0.152596461,0.19403753,0.00874029,0.182806676,0.74,1.14,1.52,4.52,15.18,-2.22,-5.29,3.05,2.11,1.24,1.95,1.22,-0.87,0.86,0,0.16,0.23,-0.17,0.78,1.6,0.79,1.11,0.37,-1.16,-1.13,-2.35,-1.62,-2.47,2354.66,1470.29,1812.87,655.29,-229.08,113.5
Chequamegon,NonManaged,NonTrout,2002,662.0742013,112,0.169165329,0.157071301,0.025554717,0.262926606,0.199073095,0.152596461,0.19403753,0.00874029,0.182626018,-3.25,0.74,1.14,1.52,-13.60,15.18,-2.22,2.61,2.47,3.07,2.74,3.57,3.05,2.11,0,1.24,1.95,1.22,-0.87,0.86,0.16,0.23,-0.17,0.78,1.6,0.79,1.11,0.37,2375.54,2354.66,1470.29,676.17,655.29,-229.08
Chequamegon,NonManaged,NonTrout,2003,662.0742013,98,0.148019663,0.157086965,0.025539053,0.262926606,0.199073095,0.152596461,0.19403753,0.00874029,0.182626018,-0.1,-3.25,0.74,1.14,13.56,-13.60,15.18,1.67,0.54,-1.57,-0.08,-1.74,2.61,2.47,0,3.07,2.74,3.57,3.05,2.11,1.24,1.95,1.22,-0.87,0.86,0.16,0.23,-0.17,1489.08,2375.54,2354.66,-210.29,676.17,655.29
Chequamegon,NonManaged,NonTrout,2004,662.0742013,99,0.149530067,0.156550241,0.025539053,0.263463506,0.199072918,0.152596461,0.19403753,0.00874029,0.182089294,-2.6,-0.1,-3.25,0.74,-8.13,13.56,-13.60,1.84,0.58,0.28,0.71,0.58,1.67,0.54,0,-1.57,-0.08,-1.74,2.61,2.47,3.07,2.74,3.57,3.05,2.11,1.24,1.95,1.22,1993.72,1489.08,2375.54,294.36,-210.29,676.17
Chequamegon,NonManaged,NonTrout,2005,662.0742013,128,0.193331804,0.156969794,0.025495147,0.263531333,0.198813135,0.15241277,0.19403753,0.00874029,0.182464941,-2.56,-2.6,-0.1,-3.25,4.45,-8.13,13.56,-1.16,-1.22,-2.45,-1.7,-1.16,1.84,0.58,0,0.28,0.71,0.58,1.67,0.54,-1.57,-0.08,-1.74,2.61,2.47,3.07,2.74,3.57,1699.63,1993.72,1489.08,0.26,294.36,-210.29
Chequamegon,NonManaged,NonTrout,2006,662.0742013,108,0.16312371,0.156979373,0.025495147,0.263521754,0.198813135,0.15241277,0.19403753,0.00874029,0.182474521,-0.19,-2.56,-2.6,-0.1,-13.76,4.45,-8.13,-1.09,-2.14,-2.39,-2.03,-2.5,-1.16,-1.22,0,-2.45,-1.7,-1.16,1.84,0.58,0.28,0.71,0.58,1.67,0.54,-1.57,-0.08,-1.74,2054.87,1699.63,1993.72,355.51,0.26,294.36
Chequamegon,NonManaged,NonTrout,2007,662.0742013,113,0.170675734,0.157660829,0.025495147,0.263521754,0.198131679,0.15241277,0.19403753,0.00874029,0.183155976,2.16,-0.19,-2.56,-2.6,-3.71,-13.76,4.45,-2.64,-3.46,-2.28,-2.82,-0.93,-1.09,-2.14,0,-2.39,-2.03,-2.5,-1.16,-1.22,-2.45,-1.7,-1.16,1.84,0.58,0.28,0.71,0.58,1547.77,2054.87,1699.63,-151.6,355.51,0.26
Chequamegon,NonManaged,NonTrout,2008,662.0742013,71,0.107238735,0.157818699,0.025495147,0.263496121,0.197999442,0.15241277,0.19403753,0.00874029,0.183313846,-1.83,2.16,-0.19,-2.56,10.17,-3.71,-13.76,1.6,0.35,-1.29,-0.06,-1.28,-2.64,-3.46,1,-2.28,-2.82,-0.93,-1.09,-2.14,-2.39,-2.03,-2.5,-1.16,-1.22,-2.45,-1.7,-1.16,1243.6,1547.77,2054.87,-455.77,-151.6,355.51
Chequamegon,NonManaged,NonTrout,2009,662.0742013,102,0.154061282,0.158078678,0.025495147,0.263236142,0.197999442,0.15241277,0.19403753,0.00874029,0.183573825,0.03,-1.83,2.16,-0.19,19.22,10.17,-3.71,-1.73,-2.41,-2.71,-2.39,-2.3,1.6,0.35,0,-1.29,-0.06,-1.28,-2.64,-3.46,-2.28,-2.82,-0.93,-1.09,-2.14,-2.39,-2.03,-2.5,1547.9,1243.6,1547.77,-151.47,-455.77,-151.6
Chequamegon,NonManaged,NonTrout,2010,662.0742013,104,0.157082091,0.158572943,0.025495147,0.263236142,0.197505177,0.15241277,0.19403753,0.00874029,0.18406809,1.69,0.03,-1.83,2.16,-5.00,19.22,10.17,-2.83,1.43,3.18,1.28,3.4,-1.73,-2.41,0,-2.71,-2.39,-2.3,1.6,0.35,-1.29,-0.06,-1.28,-2.64,-3.46,-2.28,-2.82,-0.93,1767.1,1547.9,1243.6,67.73,-151.47,-455.77
Chequamegon,NonManaged,NonTrout,2011,662.0742013,122,0.184269376,0.159126239,0.025495147,0.26288001,0.197611523,0.152109261,0.19403753,0.00874029,0.184621387,-1.85,1.69,0.03,-1.83,-3.94,-5.00,19.22,1.72,1.59,0.5,1.18,-0.07,-2.83,1.43,0,3.18,1.28,3.4,-1.73,-2.41,-2.71,-2.39,-2.3,1.6,0.35,-1.29,-0.06,-1.28,1941.05,1767.1,1547.9,241.68,67.73,-151.47
Chequamegon,NonManaged,NonTrout,2012,662.0742013,138,0.208435852,0.160417179,0.024443956,0.26288001,0.197371775,0.152109261,0.19403753,0.00874029,0.184861135,1.94,-1.85,1.69,0.03,-26.52,-3.94,-5.00,0.36,-0.09,-2.17,-0.83,-1.95,1.72,1.59,0,0.5,1.18,-0.07,-2.83,1.43,3.18,1.28,3.4,-1.73,-2.41,-2.71,-2.39,-2.3,1576.26,1941.05,1767.1,-123.11,241.68,67.73
Chequamegon,NonManaged,NonTrout,2013,662.0742013,109,0.164634115,0.160452677,0.024408458,0.26288001,0.197371775,0.152109261,0.19403753,0.00874029,0.184861135,-1.53,1.94,-1.85,1.69,-2.86,-26.52,-3.94,2.93,1.61,-0.55,1.01,-0.36,0.36,-0.09,0,-2.17,-0.83,-1.95,1.72,1.59,0.5,1.18,-0.07,-2.83,1.43,3.18,1.28,3.4,1616.47,1576.26,1941.05,-82.9,-123.11,241.68
