IslandID,Island Size,Terrain Type,Vegetation Type,Distance from Mainland,Avg Temperature,Avg Humidity,Flora and Fauna Changes,Growth Patterns,Unexplain Sounds Count,Visual Anomalies,pH Change,Type
1561,313.9504638858572,Plains,Grasslands,254.9181600248621,23.779613995480457,87.38480357290527,No Effect,Abnormal,Moderate,Frequent,0.2669820871960848,Thunderbird
407,,Plains,Cultivated Land,111.80958518130387,24.815367081959927,66.88846846758503,Increasing,Normal,High,,,Thunderbird
920,196.3398603917213,Mountainous,,413.3421524292767,0.7705794498242304,81.70056278423638,,Normal,Moderate,Occasional,-0.012560727,Yeti
537,23.37301608291546,Forested,Coniferous Forests,505.8540015970052,,87.05587402604743,No Effect,Abnormal,Moderate,Frequent,-0.384984781,Banshee
758,43.47889606073613,Swamp,Mangroves,161.71039327657527,14.28717403,75.77829307,Decreasing,Normal,High,Frequent,-0.172582551,Jersey Devil
1062,196.54470922704385,Forested,Deciduous Forests,,10.616739937217371,77.92565707198939,Increasing,,None,None,0.4035946458794972,Ropen
1199,178.44317673185623,Forested,,153.09453965327057,18.490375888279253,83.17311246,Decreasing,Abnormal,Low,Occasional,-0.993404157,Wendigo
245,52.35294636054879,Swamp,Mangroves,226.40606763420743,17.235922274918913,96.14831114102437,Decreasing,,Moderate,Frequent,,Jersey Devil
1127,50.49319889234192,Coastal,Mangroves,295.3872245604498,,,Decreasing,Normal,Moderate,None,-0.364384541,Jersey Devil
784,217.80040066923905,Forested,Coniferous Forests,116.9202255956233,,72.34871215766924,Increasing,Normal,None,Occasional,0.061379993,Sasquatch
489,373.4531851958904,Forested,Deciduous Forests,324.9735479403621,12.536154369666752,,Decreasing,,None,Frequent,0.038876236,Sasquatch
154,235.4846184347976,Forested,Deciduous Forests,121.79369452689448,11.40648631,70.43631104645752,No Effect,,Moderate,Occasional,0.2574343029227896,Thunderbird
961,216.86109544870905,Mountainous,Coniferous Forests,,,56.49579678048559,Decreasing,Abnormal,Moderate,Frequent,0.079770527,Ropen
853,253.13819025123297,,Mixed Forests,258.2132132881326,15.498960006238756,63.72560619490708,Decreasing,Abnormal,Low,None,0.3791059254627174,Ropen
1311,338.17863570262057,Forested,Coniferous Forests,312.7011269799657,7.659955289665014,80.11791396646962,,Normal,Moderate,Occasional,0.1528268059986853,Sasquatch
625,304.6273542,Coastal,,228.83595771294728,14.792632152130636,70.78315323571694,Increasing,Normal,None,Occasional,0.2130360884749486,Thunderbird
685,310.53778005379195,Mountainous,Tundra Vegetation,404.9141773,-4.508059429,54.50456343582191,No Effect,Normal,Low,None,,Sasquatch
1357,,Urban settlements,Deciduous Forests,169.6580934565422,19.18884113676046,73.30516547599302,No Effect,Normal,High,None,-0.166606697,Banshee
569,,Forested,Mixed Forests,229.17412468940813,15.646092839197188,80.52390185967926,No Effect,Normal,High,None,,Sasquatch
1655,234.7192252617782,,Coniferous Forests,494.5520968680319,4.8399613176730245,83.65795974047793,Decreasing,Normal,Moderate,None,-0.05410364,Yeti
17,327.91936577563376,,Deciduous Forests,251.5507444202032,2.3854584374839902,76.48824099077294,Decreasing,Normal,None,,,Chupacabra
127,26.97980203852993,Plains,Mixed Forests,369.8394158560975,20.06063631793738,61.46999278291693,Decreasing,Normal,Low,,-0.289419423,Banshee
1346,136.8541531,Plains,Grasslands,234.28596930876503,16.37634843259154,64.61198011,No Effect,Normal,High,None,0.3666092789666644,Thunderbird
1279,268.4066513111815,Plains,Mixed Forests,461.0350038025703,7.805472743240349,49.59485391690406,Decreasing,Abnormal,Low,None,,Ropen
1710,192.4705394599449,,Deciduous Forests,389.2325606457764,9.783854773,76.31697028590013,No Effect,Normal,Moderate,Frequent,-0.60481723,Wendigo
927,296.1900625950591,Desert,Desert Vegetation,,27.886934783377026,19.591084461463662,Decreasing,,Moderate,None,0.1990526330332219,Chupacabra
980,232.52062365869352,,Grasslands,148.73068773003325,11.487036845704198,39.93725593118525,No Effect,Normal,High,None,0.151925485,Chupacabra
1706,60.29526012897742,Desert,Desert Vegetation,,45.97001894709453,,Decreasing,Abnormal,None,None,,Chupacabra
190,90.44360827653264,Desert,Desert Vegetation,278.30736528866964,31.59527542288869,25.831816181136304,Decreasing,Normal,High,Frequent,0.1363250734890258,Chupacabra
1139,20.427877971428074,Forested,Deciduous Forests,472.7529671601672,7.601834634384037,81.93770613373235,No Effect,Normal,Moderate,Occasional,0.038595181,Chupacabra
992,336.8193336603779,,,,18.177952787166475,70.41281483390279,Increasing,Normal,High,Occasional,,Sasquatch
1698,284.5123966454612,Forested,,140.64187807940016,10.9318809,65.76662137291275,No Effect,Normal,High,None,0.017871226,Sasquatch
1443,242.37054704822287,Desert,Grasslands,314.9854963360442,5.018266519379968,24.79609605834111,,Abnormal,Moderate,Occasional,0.1381963755557384,Chupacabra
606,362.8501762514399,Plains,Grasslands,,17.780780106026015,63.182157432254286,No Effect,Normal,Low,None,0.090676139,Sasquatch
180,171.06365982890438,Swamp,Mangroves,443.0206765161314,32.93028570084682,85.73809172106829,No Effect,Abnormal,Low,Frequent,,Wendigo
301,53.99934973455084,,Deciduous Forests,556.5878260535147,10.749857344415911,68.01522813645386,No Effect,Normal,Moderate,Occasional,-0.096055195,Mothman
496,350.45193337654416,Plains,Mixed Forests,378.1958850621104,10.727251174907376,47.442046615891954,,Normal,Moderate,Occasional,0.1020289607117772,Sasquatch
1667,308.8567534059735,Forested,Deciduous Forests,287.8244376008768,10.068365699147554,84.89342066067569,Increasing,Abnormal,None,Frequent,0.01524441,Sasquatch
1490,289.2692330339531,Mountainous,Grasslands,106.97519842587076,15.852612101310816,67.42457526048443,Increasing,Abnormal,High,None,0.034388214,Thunderbird
1448,409.88775195324257,Forested,Deciduous Forests,,15.42554690933162,72.20504380776475,Increasing,Normal,High,None,,Sasquatch
1428,276.3423722248273,Forested,Deciduous Forests,,20.815789187708766,82.49454008793302,,Normal,Low,Occasional,0.054322098,Chupacabra
517,141.3740565701385,Desert,Desert Vegetation,243.2085451434217,,23.2934552,,Abnormal,None,None,0.080061141,Chupacabra
1069,397.0086431180479,Forested,,153.44508597014044,,79.70749957,,Normal,Low,Occasional,0.035743783,Sasquatch
476,,Urban settlements,Grasslands,571.5436686370485,28.948454269640965,47.66956914707912,Decreasing,Normal,None,None,,Mothman
157,21.742986169163963,Plains,Grasslands,96.99300924665508,20.575950541744888,,No Effect,Abnormal,High,Frequent,,Banshee
1243,245.17581518518372,Tundra,Tundra Vegetation,,7.102569891807609,59.73287720337567,Increasing,Normal,Moderate,Occasional,-0.035300272,Yeti
1195,45.45295426,Urban settlements,Cultivated Land,,43.74893342456733,65.60520509062826,Decreasing,Abnormal,,Frequent,,Mothman
16,118.91710311335908,Forested,Mixed Forests,367.93580266234494,11.50715926825928,77.04172006,Decreasing,Normal,Low,Frequent,,Wendigo
1072,42.732535214284844,,Deciduous Forests,265.21993022468587,11.317026171951795,,No Effect,Abnormal,None,Occasional,-0.451300277,Jersey Devil
1713,27.95122809263101,Forested,,298.3213100930245,10.491964578448888,,No Effect,Normal,None,Occasional,-0.227325369,Banshee
546,49.17236213755061,Swamp,Deciduous Forests,69.08120719327735,,81.10346086567557,No Effect,Normal,High,Occasional,,Jersey Devil
658,37.26699693528826,,Coniferous Forests,,2.5977651088413376,72.53687195907898,No Effect,Normal,High,Frequent,-0.266995513,Banshee
1416,283.0265499850988,Forested,Deciduous Forests,631.9742020662644,,,Increasing,Normal,None,,0.085716786,Sasquatch
1019,226.6765645052414,Mountainous,Coniferous Forests,592.9934656787608,22.380834836584448,66.42550050838467,No Effect,,Low,Frequent,-0.000262246,Yeti
1449,308.6840291291598,Forested,Coniferous Forests,155.19665806396412,22.09314992325124,69.62272844,,Normal,Low,None,0.1105263223530825,Chupacabra
959,43.31146249204225,Urban settlements,Grasslands,453.66248623289056,,62.67251299246905,No Effect,Normal,High,None,-0.24143325,Mothman
1635,40.62569806542241,Urban settlements,Cultivated Land,633.8277813759477,20.76990949727932,52.01801291744989,,Normal,Moderate,,,Mothman
283,37.75647578405115,Swamp,Mangroves,420.4147459816061,25.841716877384183,84.90741994239912,No Effect,Abnormal,Low,Occasional,,Jersey Devil
797,38.487032028066935,Plains,Deciduous Forests,256.8936756152119,20.47147152203452,63.81481909348649,Decreasing,Abnormal,Moderate,Occasional,-0.509160982,Jersey Devil
1417,42.50367529721426,,Deciduous Forests,367.3147296731845,18.59213821488369,61.40040717668792,Decreasing,Abnormal,High,Frequent,-0.228867883,Mothman
225,267.4342833088759,,Deciduous Forests,268.7361959095191,,77.51883608569344,No Effect,Normal,Low,Occasional,0.1744708401811186,Thunderbird
26,69.32203600111104,Coastal,Cultivated Land,394.3288887255743,28.69731574171269,,Decreasing,Normal,Moderate,Occasional,-0.289823036,Mothman
1540,229.55202472633823,,Deciduous Forests,117.14972819606274,14.52183535078854,71.50847275,Decreasing,Abnormal,High,Occasional,-0.807285587,Wendigo
437,179.87583995590023,,Desert Vegetation,,18.952908104586704,42.983926815548095,Decreasing,Normal,Moderate,Occasional,0.1271327747767497,Chupacabra
1692,199.6302044669253,Mountainous,Tundra Vegetation,327.1151062981596,5.277406564269985,61.29213570151138,Decreasing,Normal,Low,None,-0.587292438,Wendigo
1388,217.1997696797641,Swamp,,,21.82341224544484,87.45727518838575,Decreasing,Abnormal,High,None,-0.421185974,Wendigo
229,29.446313003220485,Plains,Mixed Forests,,7.290925630725147,53.923454730073246,Decreasing,Abnormal,Moderate,Frequent,,Banshee
37,207.8277125705676,Mountainous,Coniferous Forests,229.48773934807397,7.3873018085005535,57.98262881,Increasing,,Moderate,Occasional,,Yeti
749,273.8096159289039,Mountainous,Coniferous Forests,425.9877899030835,7.134322583,65.80494293955326,No Effect,Normal,Low,,,Thunderbird
1045,171.7850348956069,Swamp,Grasslands,72.81053299965468,23.12786323953628,71.40863110122785,Decreasing,Abnormal,Low,Occasional,,Wendigo
1398,37.56823121914695,,Deciduous Forests,302.2392036032765,18.782988924057054,80.85158728130023,,Normal,None,,-0.390045755,Jersey Devil
469,281.8189138290209,Forested,Coniferous Forests,232.2897559923612,-4.29225331,70.18495255862128,Increasing,,Moderate,Occasional,,Sasquatch
1475,256.3109361979547,Desert,Grasslands,252.5603883873496,13.931521997055338,41.55344848144995,Decreasing,Normal,Moderate,None,,Chupacabra
1709,,,,,-2.783069819,75.40599404513605,No Effect,Abnormal,High,Occasional,-0.4241153,Mothman
687,25.921502624711223,Urban settlements,Grasslands,614.4921387903046,11.962008534612346,50.340422041962746,,Normal,High,,,Banshee
1601,,Plains,Mixed Forests,,16.10063620131867,72.01293376153862,No Effect,Normal,Low,Occasional,-0.111873824,Banshee
639,334.3922675035043,Forested,Coniferous Forests,338.97366303092866,6.790748442526399,67.13088839426759,No Effect,Normal,Moderate,Occasional,0.1683008588102588,Sasquatch
1493,258.79811810929266,,Tundra Vegetation,488.2276173308665,-1.856023121,63.97716260052668,,Normal,Moderate,None,-0.005738623,Yeti
1218,59.37448879548117,Forested,Coniferous Forests,513.5846752,0.4232778999189515,54.654308813657074,Decreasing,Abnormal,Moderate,Frequent,,Mothman
1158,30.530985880001936,Urban settlements,Cultivated Land,142.53961300031204,17.82921220275482,53.15389464937029,Decreasing,Abnormal,High,Frequent,-0.166522275,Mothman
1415,143.06972436190057,Desert,Grasslands,449.6718969750845,31.270649503106583,25.578535070569067,Decreasing,,Moderate,Frequent,,Chupacabra
1442,207.39180955164497,Tundra,Tundra Vegetation,142.01486487733237,2.369779033732192,79.46654827,,Normal,None,Occasional,,Yeti
1300,27.279154173875472,Urban settlements,Grasslands,,32.822674688639424,52.52598451008785,Increasing,,Moderate,Frequent,-0.342073564,Banshee
1583,250.09587970860355,Mountainous,Mixed Forests,566.9770952865144,13.046912326725057,54.00373779126433,No Effect,Normal,Moderate,Occasional,0.029690844,Yeti
800,47.03536172213718,,Deciduous Forests,,,75.49595160645043,No Effect,Normal,Low,None,,Jersey Devil
160,232.94248990815305,Forested,Mixed Forests,411.8769244268161,7.158107829776132,79.80830982013046,Decreasing,,None,Occasional,0.063607414,Wendigo
956,,,Deciduous Forests,386.2857255904702,11.340207248390447,54.63913726595438,Decreasing,Normal,High,Frequent,,Banshee
1186,325.6981645562692,,Mixed Forests,332.80554853384126,21.269112501936117,65.60587765413617,Increasing,Abnormal,Low,None,0.015050481,Sasquatch
821,,Coastal,Cultivated Land,530.5147267752352,19.944066677950477,63.941385157065135,No Effect,Normal,Low,Occasional,0.355540325,Thunderbird
1466,76.15665533182232,Plains,Grasslands,200.20977301165576,14.306260948876568,49.28981326072122,No Effect,Abnormal,Low,Occasional,-0.165827317,Mothman
877,333.29217775418994,Mountainous,Tundra Vegetation,441.6378409411601,7.358286076994174,64.11484143,Increasing,Normal,Moderate,None,0.1026067851610825,Sasquatch
913,293.31875647982133,Coastal,Mangroves,355.7926293975611,,82.29150008372042,No Effect,Abnormal,Low,None,0.040366226,Thunderbird
152,265.84442595185794,Forested,Coniferous Forests,,7.084558024731961,75.26566119145329,Decreasing,Normal,None,Frequent,0.008366913,Chupacabra
1595,72.38322506530017,,Mixed Forests,,12.572238831889926,46.58548422783229,Decreasing,Normal,None,Occasional,0.1108443251904036,Chupacabra
509,397.1509848032079,Forested,Deciduous Forests,379.60786280568624,3.159316502095299,79.25568526,No Effect,Normal,Moderate,Occasional,0.1173638939092618,Sasquatch
1135,149.20147234694622,Desert,Grasslands,521.7706338862359,16.513407363233835,42.34699737167031,Decreasing,Normal,None,Occasional,0.1216259666872105,Chupacabra
1250,289.8788509792378,Forested,Coniferous Forests,327.82302236924784,5.211042466879611,77.04714984114132,Increasing,Normal,High,,,Sasquatch
1450,154.20864236867462,Forested,Coniferous Forests,580.975659,,71.79165407783553,No Effect,Normal,Moderate,,0.1507057553079029,Ropen
103,169.31431775020394,Plains,Grasslands,214.8949196898962,8.962538379394266,49.67117716798586,,Normal,Low,None,0.1941864637710958,Ropen
586,63.74880163798422,Forested,Coniferous Forests,259.5681589739869,,71.47682788574824,,Normal,Low,Frequent,-0.328245642,Mothman
1538,,Urban settlements,Mixed Forests,562.5857590431492,19.324087916701764,61.686193488848446,No Effect,,Moderate,Occasional,-0.512518549,Banshee
1143,295.36103219689653,Desert,Desert Vegetation,347.1854253945331,31.261316503616264,20.443963228256724,,Abnormal,High,None,,Chupacabra
53,31.179991748240354,Urban settlements,Deciduous Forests,547.1977446,4.814932340870841,74.13175019891949,No Effect,Abnormal,High,Frequent,-0.168392857,Banshee
151,337.7728173540764,Mountainous,Grasslands,,11.031541512171376,53.83525332030598,Increasing,Normal,None,Frequent,0.2451572921379868,Thunderbird
403,214.15080314663004,Coastal,Mangroves,313.4324502,,74.15228042455078,Decreasing,Normal,High,Occasional,0.099875878,Ropen
1723,280.5111409409475,Forested,,646.8257286537769,11.481400688386229,72.51972622165808,No Effect,Normal,High,None,0.082924403,Sasquatch
207,,Plains,Mixed Forests,486.09017846249753,16.586675483496105,57.00692361201576,No Effect,Normal,Low,Occasional,-0.267904919,Mothman
1644,324.49162291149435,Forested,Coniferous Forests,249.85346952840985,6.521125058282957,65.57280593147945,Increasing,Abnormal,Moderate,None,0.1556858655644878,Sasquatch
1122,348.38442127130736,Mountainous,Coniferous Forests,416.2207995154992,-1.275180217,74.22635399324173,Increasing,,,Occasional,0.1357586319324322,Sasquatch
1523,326.5818272331661,Forested,Deciduous Forests,277.8551697059761,14.734756425835968,79.21128112513445,No Effect,Normal,Low,Frequent,0.1220009910468779,Sasquatch
8,180.46705921534647,Forested,Deciduous Forests,304.6299062173392,10.672892950356209,90.33679075,,Abnormal,Moderate,Occasional,-0.095933031,Wendigo
1014,270.6242737968725,Mountainous,Coniferous Forests,495.3208087207991,16.050519979485266,83.83396742,Increasing,Abnormal,Low,Occasional,0.1013042916397488,Sasquatch
1560,262.2815361532116,Mountainous,Tundra Vegetation,,,79.28171021,Increasing,Normal,Moderate,None,0.1029686342330023,Sasquatch
1060,40.02808498381591,Forested,Coniferous Forests,359.27245400328013,5.068533181904096,,No Effect,Abnormal,Low,Frequent,-0.235671942,Jersey Devil
452,187.3033734987173,Forested,Mixed Forests,268.9895558961192,14.084475571677505,72.97889357223715,No Effect,Normal,Low,None,0.5115823570543206,Thunderbird
253,35.41336288282964,Swamp,Grasslands,,-5.584842122,77.64189807636093,No Effect,Abnormal,None,Occasional,-0.685688354,Jersey Devil
1327,22.706793676910767,Urban settlements,Cultivated Land,373.5590323545349,21.709061980379417,64.36521224,,Normal,,Frequent,-0.104246604,Banshee
896,190.8921866473425,Swamp,Grasslands,376.3134112420045,,82.26826120852758,,Normal,None,Occasional,0.1953573526121551,Ropen
1510,238.08456244032163,Swamp,Grasslands,191.4011198334103,19.615031609951103,74.42212338636374,No Effect,Normal,Moderate,None,-0.537788332,Wendigo
880,26.84965887062118,Mountainous,Mixed Forests,,28.152543744246145,61.40068877,Increasing,Normal,High,Frequent,-0.254017552,Banshee
1639,265.38817282728724,Mountainous,Tundra Vegetation,352.6858289172956,,71.05645438341503,Increasing,Normal,Moderate,Occasional,0.07060978,Sasquatch
623,178.1903454577764,Tundra,Grasslands,337.8693550364802,0.2327140015761002,71.88717452271507,No Effect,Normal,None,Occasional,-0.026867305,Yeti
345,40.86970887978859,Swamp,Mangroves,,24.95703972,91.36604592729783,No Effect,Abnormal,Moderate,None,,Jersey Devil
1589,,Mountainous,Mixed Forests,282.331633,12.679929387054056,68.92661795535187,No Effect,,Moderate,None,0.2993856377866812,Thunderbird
262,47.002957653116624,Forested,Coniferous Forests,,12.441506400338376,81.86380206,,Normal,Moderate,Occasional,-0.370094628,Jersey Devil
1321,28.54295185247848,Urban settlements,,605.2065593634525,22.22663691471206,,Decreasing,Normal,High,Frequent,-0.362440706,Banshee
1438,211.65690948488404,Forested,Mixed Forests,,15.464848789743431,,Increasing,Normal,None,Occasional,0.037252003,Yeti
150,51.15208229,Coastal,Grasslands,89.73106662839092,16.290835115213532,74.96887920675906,No Effect,Normal,Moderate,Occasional,-0.416410099,Mothman
472,,Forested,Deciduous Forests,219.92523257267527,10.831987827615016,75.25324069975797,No Effect,Normal,High,,,Sasquatch
640,31.83518813251209,,Cultivated Land,203.9502362633719,21.60276018593585,37.690572558397314,Decreasing,Normal,High,Occasional,-0.398114142,Banshee
1735,255.85225115483416,Forested,Coniferous Forests,278.50737992364145,10.48817377541242,81.20048136382448,No Effect,,Low,None,0.3401483108476197,Ropen
1636,131.16564248728466,Forested,Coniferous Forests,98.70263930467264,6.475742309583134,,Decreasing,Abnormal,Moderate,Frequent,-0.600920583,Wendigo
550,163.15556168489312,Forested,Mixed Forests,388.6857597337967,10.705890589723891,,No Effect,Abnormal,Low,Occasional,-0.01688008,Wendigo
928,215.1236819194405,Mountainous,Mixed Forests,692.2729860332922,5.434738271369421,69.09627194570463,,Abnormal,High,Occasional,0.049754547,Yeti
488,243.24350404570055,Coastal,Deciduous Forests,299.5466836331503,4.041403543159176,77.96574117620105,No Effect,,,None,0.4765653194790656,Thunderbird
1574,331.87055874298306,Forested,Deciduous Forests,,21.08087203,68.43466581696637,,,Low,Occasional,0.035932137,Sasquatch
1171,310.77481006227146,Forested,Coniferous Forests,,,92.39444717,No Effect,,None,Frequent,0.023324585,Sasquatch
146,220.8095051281471,Mountainous,Coniferous Forests,504.6305017534488,-6.194995209,61.44843591325433,Increasing,Normal,Low,None,0.120487197,Ropen
1674,55.22243874314388,Mountainous,Tundra Vegetation,,-0.742491119,72.36858056063365,Decreasing,Normal,High,Occasional,-0.702710191,Mothman
402,117.6083152229454,Desert,Grasslands,,0.1224375375989472,40.81976919853875,No Effect,Normal,High,Occasional,0.1271685994014668,Thunderbird
954,44.91259235729395,Mountainous,Grasslands,199.8184209368776,10.57923962419816,68.45299985,Decreasing,Abnormal,Moderate,Occasional,-0.211364444,Mothman
1631,,Forested,Coniferous Forests,107.06362170144315,7.568728462933647,87.46092572583412,Decreasing,,Moderate,None,-0.249389876,Jersey Devil
659,,Forested,,173.04076572225352,17.02716569779094,75.01761143356819,,Normal,Moderate,Occasional,0.1003282799614571,Sasquatch
1372,195.61815459840977,Forested,Mixed Forests,107.4851020846712,12.40706773409944,81.01696676939349,Decreasing,Normal,High,Frequent,0.074760546,Chupacabra
463,,Forested,Deciduous Forests,,10.48830398237745,83.93806558,No Effect,Normal,None,,0.039749655,Sasquatch
1349,43.95130109433504,Swamp,Deciduous Forests,67.09987529477709,27.307437267121085,85.00943346837772,No Effect,Normal,Moderate,Frequent,-0.248046016,Jersey Devil
186,46.70783968339049,Forested,Mixed Forests,300.33252495179454,12.32968988288767,82.73447453814973,,Normal,Moderate,Occasional,,Jersey Devil
1147,80.35634174778937,Desert,Cultivated Land,294.14912702670154,28.102423340771708,49.15299832731733,,Abnormal,Low,Frequent,0.1502315951800568,Chupacabra
1224,,,Cultivated Land,547.9255742325547,9.864631731923874,78.88736021171108,No Effect,Abnormal,Low,Occasional,-0.190802017,Banshee
608,178.4304008713213,Mountainous,Tundra Vegetation,219.11763024839257,2.460310321025899,62.30967178938732,,Abnormal,Moderate,,0.2646385726312348,Ropen
143,159.0866852390092,Tundra,,186.8673569811608,1.8477309121103864,71.89914280909571,Decreasing,Abnormal,Moderate,Frequent,-0.327615807,Wendigo
751,286.2356880526705,Desert,Desert Vegetation,352.6700041,28.03326840072408,2.020997461760715,No Effect,Normal,Moderate,None,0.5904521261082603,Thunderbird
981,233.7798199166446,Forested,Deciduous Forests,,2.350468583642296,67.05343147140948,No Effect,Abnormal,None,Frequent,-0.322289517,Wendigo
197,234.43352809915515,Forested,Deciduous Forests,,10.490378992795822,,No Effect,Normal,Low,Occasional,,Wendigo
883,173.14227438021712,Mountainous,Coniferous Forests,274.78618422989393,1.9801102473062555,52.49915547163965,Decreasing,Normal,Moderate,None,0.2017535476633236,Ropen
279,35.394324833048415,Coastal,Mangroves,179.42213346133366,20.134941814201017,78.49256336,Decreasing,Abnormal,High,Occasional,-0.305915025,Mothman
293,,Mountainous,Coniferous Forests,377.3511394110545,5.936519796054204,79.74471434,No Effect,Normal,Moderate,,-0.046929136,Yeti
1703,171.9828592825122,Forested,Mixed Forests,112.99793365133668,14.593814969322535,,Decreasing,Abnormal,Low,Frequent,-0.366980863,Wendigo
400,245.72187450817265,Desert,Grasslands,,,36.35915016797707,No Effect,Abnormal,Moderate,Occasional,0.4354064102360807,Thunderbird
122,45.80241855135581,,,205.5221100497833,14.08520559013922,,No Effect,Normal,None,Frequent,,Jersey Devil
1207,78.19906062358152,Urban settlements,Grasslands,,27.716934286601983,,No Effect,Abnormal,Moderate,Frequent,-0.305862142,Mothman
202,78.97194587271869,Desert,Grasslands,413.7208389078476,15.700605248838986,60.3177709,,Normal,Moderate,None,0.1502747245959023,Chupacabra
1462,329.4911419992208,Forested,Deciduous Forests,450.7998659434158,11.03673315748572,67.02900061836067,Decreasing,Normal,Low,,0.045901369,Sasquatch
835,20.688860972895128,Urban settlements,Cultivated Land,103.73185195782234,19.28935789445423,38.07997071293531,,Normal,High,Occasional,-0.325090919,Banshee
246,137.08548726396296,Desert,,105.79384540470043,19.851737020989702,27.59971063893381,Decreasing,Normal,Moderate,Frequent,0.060827037,Chupacabra
1439,332.46684046657606,Plains,Grasslands,309.60815860550167,4.622209762,62.69082970625215,Increasing,,None,Occasional,0.2301956712463996,Sasquatch
1650,273.9866977152882,Mountainous,Tundra Vegetation,,,76.54180137992739,No Effect,Normal,Moderate,Occasional,-0.065503646,Yeti
1634,275.9157277242347,Mountainous,Grasslands,,20.73606907794653,61.04759478161415,Increasing,Normal,Moderate,None,0.1426756217095025,Sasquatch
1153,47.78223363,Urban settlements,Deciduous Forests,407.0658777350744,24.96087998,63.51223275535001,Decreasing,Normal,High,Occasional,,Mothman
1426,430.1420338286417,,Deciduous Forests,260.7583073298049,2.427869510170104,78.79503673042981,Increasing,Normal,Moderate,None,0.061951033,Sasquatch
384,96.86712126,Forested,Deciduous Forests,326.8580995,,75.25329196571647,No Effect,Normal,High,Frequent,,Mothman
1548,,Desert,Desert Vegetation,335.69127972825174,38.94306373723209,11.71530634271264,Decreasing,Abnormal,Low,,0.1102762759783982,Chupacabra
854,285.3034530996239,Forested,Deciduous Forests,,16.688132936513284,78.35303043260889,Decreasing,Abnormal,Low,Occasional,,Chupacabra
219,,Mountainous,,119.31335204051078,5.247389710457768,,Increasing,Normal,None,Occasional,0.061239301,Thunderbird
641,214.91507132778256,Desert,Desert Vegetation,,17.97583218183957,28.30312129754781,Decreasing,Normal,High,None,,Chupacabra
1,36.814205605474974,Swamp,Mixed Forests,286.7905259187409,12.289220305524662,83.33426140728733,,Abnormal,,Occasional,,Jersey Devil
112,256.08747493622434,Desert,Desert Vegetation,202.91137957957412,29.305026909967157,35.84040109187885,,Abnormal,Moderate,Frequent,0.1828250859797169,Chupacabra
698,297.4577253693825,Forested,,,13.28494574113316,81.36302055,Decreasing,Normal,Low,None,,Sasquatch
1661,212.75618531946023,Mountainous,Grasslands,,9.309542376984163,76.64895300625835,No Effect,Normal,Low,None,-0.004489242,Yeti
951,150.67482466165262,Desert,Cultivated Land,577.8215561769023,,18.763068270761742,Decreasing,Abnormal,None,Occasional,0.1656936432393111,Chupacabra
1616,61.88816531297137,Urban settlements,,481.3206013609096,34.92173989,60.15418875593299,Decreasing,Normal,,None,-0.617708662,Mothman
1410,308.191678,,Grasslands,496.1451811525494,,70.46652473981779,Increasing,Normal,High,Occasional,0.066543999,Sasquatch
1409,218.15533825766164,Plains,Grasslands,315.2463798,17.27822086115758,53.30090879959804,No Effect,Normal,Moderate,,0.1111510034452432,Chupacabra
1291,,Coastal,,254.80456324503623,,63.61809362375543,,Normal,Low,None,0.3332765740101663,Ropen
1571,248.8230785489527,Swamp,Mangroves,174.2478307042647,25.66175192118956,96.97151588,No Effect,Normal,Low,None,0.1529936457732923,Ropen
441,270.29420817397386,Forested,,603.8508935,10.360799919194204,,No Effect,Normal,Moderate,Occasional,0.098148676,Sasquatch
1520,42.680291371369805,Forested,Coniferous Forests,397.54057088579447,1.350290557631916,73.28566244508471,No Effect,Abnormal,Low,None,,Jersey Devil
1136,313.6395679189683,Mountainous,Coniferous Forests,454.2284792182011,13.80695331311366,77.72312322532605,Increasing,Normal,Moderate,Occasional,0.2835016877699701,Thunderbird
1256,205.16859637525425,Forested,,507.4174513757518,17.648357993052215,79.62372173,No Effect,Abnormal,Low,,0.1442340762133944,Chupacabra
1619,63.39318615,Urban settlements,Cultivated Land,415.3047229675592,32.333098707982444,62.73471239711283,No Effect,Abnormal,High,Frequent,,Mothman
1397,30.84772517,Urban settlements,Mixed Forests,615.4169389,30.302083428403463,48.77325342688414,Decreasing,Normal,Moderate,,-0.215041946,Banshee
663,313.64519570020684,Coastal,Mangroves,,,74.56056456340355,Increasing,Normal,,Frequent,0.2320924159553736,Thunderbird
1594,214.35864392428164,Forested,Deciduous Forests,226.8597330659788,18.50532188744537,,No Effect,,Low,None,0.3471967904265112,Ropen
1257,,Plains,Grasslands,264.82777501827854,11.87886877925688,55.35370486633092,Decreasing,Normal,None,Occasional,0.077466102,Chupacabra
1543,206.92160897511204,Mountainous,Grasslands,368.73023921962806,19.432646726326944,55.47467948301602,Increasing,Abnormal,None,Occasional,0.2563616725602268,Ropen
317,181.17583430118907,Forested,Coniferous Forests,273.51523704677203,6.032701164,74.11650444484084,Decreasing,Normal,Low,Occasional,0.1220499942041046,Chupacabra
648,38.67954951470415,Urban settlements,Cultivated Land,198.2168610146974,16.233327931552978,41.17097248,No Effect,Normal,High,None,-0.068590759,Banshee
1434,51.46451885855096,Plains,Grasslands,164.22100494350568,15.498714974315922,63.46248444912659,,Normal,High,Frequent,,Mothman
1479,265.37887017164155,Desert,Desert Vegetation,,18.91775412689217,24.183672419992742,,,Low,Frequent,0.2348487819686878,Thunderbird
